Name,Player Page,Teammates Page
Sergiño Dest,https://www.transfermarkt.com/sergino-dest/profil/spieler/361104,https://www.transfermarkt.com/sergino-dest/gemeinsameSpiele/spieler/361104
Unai Simón,https://www.transfermarkt.com/unai-simon/profil/spieler/262396,https://www.transfermarkt.com/unai-simon/gemeinsameSpiele/spieler/262396
Clément Lenglet,https://www.transfermarkt.com/clement-lenglet/profil/spieler/182904,https://www.transfermarkt.com/clement-lenglet/gemeinsameSpiele/spieler/182904
Franco Armani,https://www.transfermarkt.com/franco-armani/profil/spieler/119634,https://www.transfermarkt.com/franco-armani/gemeinsameSpiele/spieler/119634
Enzo Pérez,https://www.transfermarkt.com/enzo-perez/profil/spieler/56066,https://www.transfermarkt.com/enzo-perez/gemeinsameSpiele/spieler/56066
Milton Casco,https://www.transfermarkt.com/milton-casco/profil/spieler/115183,https://www.transfermarkt.com/milton-casco/gemeinsameSpiele/spieler/115183
Nicolás de la Cruz,https://www.transfermarkt.com/nicolas-de-la-cruz/profil/spieler/397458,https://www.transfermarkt.com/nicolas-de-la-cruz/gemeinsameSpiele/spieler/397458
Paulo Díaz,https://www.transfermarkt.com/paulo-diaz/profil/spieler/271478,https://www.transfermarkt.com/paulo-diaz/gemeinsameSpiele/spieler/271478
Gonzalo Montiel,https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733,https://www.transfermarkt.com/gonzalo-montiel/gemeinsameSpiele/spieler/402733
Agustín Palavecino,https://www.transfermarkt.com/agustin-palavecino/profil/spieler/610590,https://www.transfermarkt.com/agustin-palavecino/gemeinsameSpiele/spieler/610590
Bruno Zuculini,https://www.transfermarkt.com/bruno-zuculini/profil/spieler/115507,https://www.transfermarkt.com/bruno-zuculini/gemeinsameSpiele/spieler/115507
David Martínez,https://www.transfermarkt.com/david-martinez/profil/spieler/401576,https://www.transfermarkt.com/david-martinez/gemeinsameSpiele/spieler/401576
Fabrizio Angileri,https://www.transfermarkt.com/fabrizio-angileri/profil/spieler/268506,https://www.transfermarkt.com/fabrizio-angileri/gemeinsameSpiele/spieler/268506
Jorge Carrascal,https://www.transfermarkt.com/jorge-carrascal/profil/spieler/354145,https://www.transfermarkt.com/jorge-carrascal/gemeinsameSpiele/spieler/354145
Robert Rojas,https://www.transfermarkt.com/robert-rojas/profil/spieler/527494,https://www.transfermarkt.com/robert-rojas/gemeinsameSpiele/spieler/527494
Davide Calabria,https://www.transfermarkt.com/davide-calabria/profil/spieler/262523,https://www.transfermarkt.com/davide-calabria/gemeinsameSpiele/spieler/262523
Ismaël Bennacer,https://www.transfermarkt.com/ismael-bennacer/profil/spieler/351816,https://www.transfermarkt.com/ismael-bennacer/gemeinsameSpiele/spieler/351816
Fikayo Tomori,https://www.transfermarkt.com/fikayo-tomori/profil/spieler/303254,https://www.transfermarkt.com/fikayo-tomori/gemeinsameSpiele/spieler/303254
Olivier Giroud,https://www.transfermarkt.com/olivier-giroud/profil/spieler/82442,https://www.transfermarkt.com/olivier-giroud/gemeinsameSpiele/spieler/82442
Rade Krunic,https://www.transfermarkt.com/rade-krunic/profil/spieler/259953,https://www.transfermarkt.com/rade-krunic/gemeinsameSpiele/spieler/259953
Sandro Tonali,https://www.transfermarkt.com/sandro-tonali/profil/spieler/397033,https://www.transfermarkt.com/sandro-tonali/gemeinsameSpiele/spieler/397033
Alexis Saelemaekers,https://www.transfermarkt.com/alexis-saelemaekers/profil/spieler/381950,https://www.transfermarkt.com/alexis-saelemaekers/gemeinsameSpiele/spieler/381950
Simon Kjær,https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859,https://www.transfermarkt.com/simon-kjaer/gemeinsameSpiele/spieler/48859
Pierre Kalulu,https://www.transfermarkt.com/pierre-kalulu/profil/spieler/585949,https://www.transfermarkt.com/pierre-kalulu/gemeinsameSpiele/spieler/585949
Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,https://www.transfermarkt.com/diogo-dalot/gemeinsameSpiele/spieler/357147
Alessio Romagnoli,https://www.transfermarkt.com/alessio-romagnoli/profil/spieler/197747,https://www.transfermarkt.com/alessio-romagnoli/gemeinsameSpiele/spieler/197747
Matteo Gabbia,https://www.transfermarkt.com/matteo-gabbia/profil/spieler/323167,https://www.transfermarkt.com/matteo-gabbia/gemeinsameSpiele/spieler/323167
Ante Rebić,https://www.transfermarkt.com/ante-rebic/profil/spieler/187587,https://www.transfermarkt.com/ante-rebic/gemeinsameSpiele/spieler/187587
Alessandro Florenzi,https://www.transfermarkt.com/alessandro-florenzi/profil/spieler/130365,https://www.transfermarkt.com/alessandro-florenzi/gemeinsameSpiele/spieler/130365
Diogo Costa,https://www.transfermarkt.com/diogo-costa/profil/spieler/357153,https://www.transfermarkt.com/diogo-costa/gemeinsameSpiele/spieler/357153
Junior Messias,https://www.transfermarkt.com/junior-messias/profil/spieler/449151,https://www.transfermarkt.com/junior-messias/gemeinsameSpiele/spieler/449151
Miguel Luís,https://www.transfermarkt.com/miguel-luis/profil/spieler/357161,https://www.transfermarkt.com/miguel-luis/gemeinsameSpiele/spieler/357161
Christian Pulisic,https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779,https://www.transfermarkt.com/christian-pulisic/gemeinsameSpiele/spieler/315779
Tijjani Reijnders,https://www.transfermarkt.com/tijjani-reijnders/profil/spieler/460939,https://www.transfermarkt.com/tijjani-reijnders/gemeinsameSpiele/spieler/460939
Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,https://www.transfermarkt.com/dan-burn/gemeinsameSpiele/spieler/134270
Fabian Schär,https://www.transfermarkt.com/fabian-schar/profil/spieler/135343,https://www.transfermarkt.com/fabian-schar/gemeinsameSpiele/spieler/135343
Miguel Almirón,https://www.transfermarkt.com/miguel-almiron/profil/spieler/272999,https://www.transfermarkt.com/miguel-almiron/gemeinsameSpiele/spieler/272999
Santos,https://www.transfermarkt.com/santos/profil/spieler/140811,https://www.transfermarkt.com/santos/gemeinsameSpiele/spieler/140811
Sean Longstaff,https://www.transfermarkt.com/sean-longstaff/profil/spieler/346707,https://www.transfermarkt.com/sean-longstaff/gemeinsameSpiele/spieler/346707
Joelinton,https://www.transfermarkt.com/joelinton/profil/spieler/333241,https://www.transfermarkt.com/joelinton/gemeinsameSpiele/spieler/333241
Jacob Murphy,https://www.transfermarkt.com/jacob-murphy/profil/spieler/199527,https://www.transfermarkt.com/jacob-murphy/gemeinsameSpiele/spieler/199527
Nikão,https://www.transfermarkt.com/nikao/profil/spieler/149572,https://www.transfermarkt.com/nikao/gemeinsameSpiele/spieler/149572
Anthony Lopes,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561,https://www.transfermarkt.com/anthony-lopes/gemeinsameSpiele/spieler/60561
Léo Pereira,https://www.transfermarkt.com/leo-pereira/profil/spieler/288431,https://www.transfermarkt.com/leo-pereira/gemeinsameSpiele/spieler/288431
Nick Pope,https://www.transfermarkt.com/nick-pope/profil/spieler/192080,https://www.transfermarkt.com/nick-pope/gemeinsameSpiele/spieler/192080
Callum Wilson,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,https://www.transfermarkt.com/callum-wilson/gemeinsameSpiele/spieler/123682
Rony,https://www.transfermarkt.com/rony/profil/spieler/371009,https://www.transfermarkt.com/rony/gemeinsameSpiele/spieler/371009
Sven Botman,https://www.transfermarkt.com/sven-botman/profil/spieler/361093,https://www.transfermarkt.com/sven-botman/gemeinsameSpiele/spieler/361093
Joe Willock,https://www.transfermarkt.com/joe-willock/profil/spieler/340329,https://www.transfermarkt.com/joe-willock/gemeinsameSpiele/spieler/340329
Karl Toko Ekambi,https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110,https://www.transfermarkt.com/karl-toko-ekambi/gemeinsameSpiele/spieler/315110
Léo Dubois,https://www.transfermarkt.com/leo-dubois/profil/spieler/236400,https://www.transfermarkt.com/leo-dubois/gemeinsameSpiele/spieler/236400
Marcelo Cirino,https://www.transfermarkt.com/marcelo-cirino/profil/spieler/114514,https://www.transfermarkt.com/marcelo-cirino/gemeinsameSpiele/spieler/114514
Wellington,https://www.transfermarkt.com/wellington/profil/spieler/74789,https://www.transfermarkt.com/wellington/gemeinsameSpiele/spieler/74789
Jason Denayer,https://www.transfermarkt.com/jason-denayer/profil/spieler/277114,https://www.transfermarkt.com/jason-denayer/gemeinsameSpiele/spieler/277114
Houssem Aouar,https://www.transfermarkt.com/houssem-aouar/profil/spieler/395693,https://www.transfermarkt.com/houssem-aouar/gemeinsameSpiele/spieler/395693
Lionel Messi,https://www.transfermarkt.com/lionel-messi/profil/spieler/28003,https://www.transfermarkt.com/lionel-messi/gemeinsameSpiele/spieler/28003
Martin Braithwaite,https://www.transfermarkt.com/martin-braithwaite/profil/spieler/95732,https://www.transfermarkt.com/martin-braithwaite/gemeinsameSpiele/spieler/95732
Noni Madueke,https://www.transfermarkt.com/noni-madueke/profil/spieler/503987,https://www.transfermarkt.com/noni-madueke/gemeinsameSpiele/spieler/503987
Conor Gallagher,https://www.transfermarkt.com/conor-gallagher/profil/spieler/488362,https://www.transfermarkt.com/conor-gallagher/gemeinsameSpiele/spieler/488362
James McAtee,https://www.transfermarkt.com/james-mcatee/profil/spieler/583199,https://www.transfermarkt.com/james-mcatee/gemeinsameSpiele/spieler/583199
Nicolas Jackson,https://www.transfermarkt.com/nicolas-jackson/profil/spieler/776890,https://www.transfermarkt.com/nicolas-jackson/gemeinsameSpiele/spieler/776890
Taylor Harwood-Bellis,https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977,https://www.transfermarkt.com/taylor-harwood-bellis/gemeinsameSpiele/spieler/503977
Levi Colwill,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,https://www.transfermarkt.com/levi-colwill/gemeinsameSpiele/spieler/614258
Mykhaylo Mudryk,https://www.transfermarkt.com/mykhaylo-mudryk/profil/spieler/537860,https://www.transfermarkt.com/mykhaylo-mudryk/gemeinsameSpiele/spieler/537860
CJ Egan-Riley,https://www.transfermarkt.com/cj-egan-riley/profil/spieler/581669,https://www.transfermarkt.com/cj-egan-riley/gemeinsameSpiele/spieler/581669
Malo Gusto,https://www.transfermarkt.com/malo-gusto/profil/spieler/620322,https://www.transfermarkt.com/malo-gusto/gemeinsameSpiele/spieler/620322
Liam Delap,https://www.transfermarkt.com/liam-delap/profil/spieler/610849,https://www.transfermarkt.com/liam-delap/gemeinsameSpiele/spieler/610849
Marc Cucurella,https://www.transfermarkt.com/marc-cucurella/profil/spieler/284857,https://www.transfermarkt.com/marc-cucurella/gemeinsameSpiele/spieler/284857
Finley Burns,https://www.transfermarkt.com/finley-burns/profil/spieler/581681,https://www.transfermarkt.com/finley-burns/gemeinsameSpiele/spieler/581681
Luke Mbete,https://www.transfermarkt.com/luke-mbete/profil/spieler/609883,https://www.transfermarkt.com/luke-mbete/gemeinsameSpiele/spieler/609883
Ben Knight,https://www.transfermarkt.com/ben-knight/profil/spieler/568007,https://www.transfermarkt.com/ben-knight/gemeinsameSpiele/spieler/568007
Djordje Petrovic,https://www.transfermarkt.com/djordje-petrovic/profil/spieler/465555,https://www.transfermarkt.com/djordje-petrovic/gemeinsameSpiele/spieler/465555
Tommy Doyle,https://www.transfermarkt.com/tommy-doyle/profil/spieler/433183,https://www.transfermarkt.com/tommy-doyle/gemeinsameSpiele/spieler/433183
James Trafford,https://www.transfermarkt.com/james-trafford/profil/spieler/566799,https://www.transfermarkt.com/james-trafford/gemeinsameSpiele/spieler/566799
Joey Veerman,https://www.transfermarkt.com/joey-veerman/profil/spieler/408574,https://www.transfermarkt.com/joey-veerman/gemeinsameSpiele/spieler/408574
Benjamin Henrichs,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,https://www.transfermarkt.com/benjamin-henrichs/gemeinsameSpiele/spieler/202591
David Raum,https://www.transfermarkt.com/david-raum/profil/spieler/318204,https://www.transfermarkt.com/david-raum/gemeinsameSpiele/spieler/318204
Benjamin Sesko,https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442,https://www.transfermarkt.com/benjamin-sesko/gemeinsameSpiele/spieler/627442
Castello Lukeba,https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472,https://www.transfermarkt.com/castello-lukeba/gemeinsameSpiele/spieler/618472
Ibrahim Sangaré,https://www.transfermarkt.com/ibrahim-sangare/profil/spieler/375885,https://www.transfermarkt.com/ibrahim-sangare/gemeinsameSpiele/spieler/375885
Walter Benítez,https://www.transfermarkt.com/walter-benitez/profil/spieler/296802,https://www.transfermarkt.com/walter-benitez/gemeinsameSpiele/spieler/296802
Cody Gakpo,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,https://www.transfermarkt.com/cody-gakpo/gemeinsameSpiele/spieler/434675
André Ramalho,https://www.transfermarkt.com/andre-ramalho/profil/spieler/175792,https://www.transfermarkt.com/andre-ramalho/gemeinsameSpiele/spieler/175792
Mohamed Simakan,https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234,https://www.transfermarkt.com/mohamed-simakan/gemeinsameSpiele/spieler/666234
Yussuf Poulsen,https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635,https://www.transfermarkt.com/yussuf-poulsen/gemeinsameSpiele/spieler/157635
Christoph Baumgartner,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,https://www.transfermarkt.com/christoph-baumgartner/gemeinsameSpiele/spieler/324278
Xaver Schlager,https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979,https://www.transfermarkt.com/xaver-schlager/gemeinsameSpiele/spieler/223979
Jordan Teze,https://www.transfermarkt.com/jordan-teze/profil/spieler/364245,https://www.transfermarkt.com/jordan-teze/gemeinsameSpiele/spieler/364245
Guus Til,https://www.transfermarkt.com/guus-til/profil/spieler/372267,https://www.transfermarkt.com/guus-til/gemeinsameSpiele/spieler/372267
Érick Gutiérrez,https://www.transfermarkt.com/erick-gutierrez/profil/spieler/298796,https://www.transfermarkt.com/erick-gutierrez/gemeinsameSpiele/spieler/298796
Luuk de Jong,https://www.transfermarkt.com/luuk-de-jong/profil/spieler/72522,https://www.transfermarkt.com/luuk-de-jong/gemeinsameSpiele/spieler/72522
Phillipp Mwene,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573,https://www.transfermarkt.com/phillipp-mwene/gemeinsameSpiele/spieler/127573
Amadou Haidara,https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008,https://www.transfermarkt.com/amadou-haidara/gemeinsameSpiele/spieler/402008
Lukas Klostermann,https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599,https://www.transfermarkt.com/lukas-klostermann/gemeinsameSpiele/spieler/215599
Kevin Kampl,https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418,https://www.transfermarkt.com/kevin-kampl/gemeinsameSpiele/spieler/53418
Jarrad Branthwaite,https://www.transfermarkt.com/jarrad-branthwaite/profil/spieler/661053,https://www.transfermarkt.com/jarrad-branthwaite/gemeinsameSpiele/spieler/661053
Armando Obispo,https://www.transfermarkt.com/armando-obispo/profil/spieler/339337,https://www.transfermarkt.com/armando-obispo/gemeinsameSpiele/spieler/339337
Nicolas Seiwald,https://www.transfermarkt.com/nicolas-seiwald/profil/spieler/404950,https://www.transfermarkt.com/nicolas-seiwald/gemeinsameSpiele/spieler/404950
Zuriko Davitashvili,https://www.transfermarkt.com/zuriko-davitashvili/profil/spieler/427572,https://www.transfermarkt.com/zuriko-davitashvili/gemeinsameSpiele/spieler/427572
Yuriy Dyupin,https://www.transfermarkt.com/yuriy-dyupin/profil/spieler/228660,https://www.transfermarkt.com/yuriy-dyupin/gemeinsameSpiele/spieler/228660
Filip Uremovic,https://www.transfermarkt.com/filip-uremovic/profil/spieler/325887,https://www.transfermarkt.com/filip-uremovic/gemeinsameSpiele/spieler/325887
Giovanni Simeone,https://www.transfermarkt.com/giovanni-simeone/profil/spieler/282388,https://www.transfermarkt.com/giovanni-simeone/gemeinsameSpiele/spieler/282388
Anzor Mekvabishvili,https://www.transfermarkt.com/anzor-mekvabishvili/profil/spieler/502671,https://www.transfermarkt.com/anzor-mekvabishvili/gemeinsameSpiele/spieler/502671
Oliver Abildgaard,https://www.transfermarkt.com/oliver-abildgaard/profil/spieler/325993,https://www.transfermarkt.com/oliver-abildgaard/gemeinsameSpiele/spieler/325993
Irakli Azarovi,https://www.transfermarkt.com/irakli-azarovi/profil/spieler/530696,https://www.transfermarkt.com/irakli-azarovi/gemeinsameSpiele/spieler/530696
Ilya Samoshnikov,https://www.transfermarkt.com/ilya-samoshnikov/profil/spieler/522030,https://www.transfermarkt.com/ilya-samoshnikov/gemeinsameSpiele/spieler/522030
Aleksandr Zuev,https://www.transfermarkt.com/aleksandr-zuev/profil/spieler/263963,https://www.transfermarkt.com/aleksandr-zuev/gemeinsameSpiele/spieler/263963
Soltmurad Bakaev,https://www.transfermarkt.com/soltmurad-bakaev/profil/spieler/416704,https://www.transfermarkt.com/soltmurad-bakaev/gemeinsameSpiele/spieler/416704
Leo Østigård,https://www.transfermarkt.com/leo-ostigard/profil/spieler/367284,https://www.transfermarkt.com/leo-ostigard/gemeinsameSpiele/spieler/367284
Mattéo Guendouzi,https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830,https://www.transfermarkt.com/matteo-guendouzi/gemeinsameSpiele/spieler/465830
Boubacar Kamara,https://www.transfermarkt.com/boubacar-kamara/profil/spieler/394327,https://www.transfermarkt.com/boubacar-kamara/gemeinsameSpiele/spieler/394327
David Raya,https://www.transfermarkt.com/david-raya/profil/spieler/262749,https://www.transfermarkt.com/david-raya/gemeinsameSpiele/spieler/262749
Luan Peres,https://www.transfermarkt.com/luan-peres/profil/spieler/347913,https://www.transfermarkt.com/luan-peres/gemeinsameSpiele/spieler/347913
Pol Lirola,https://www.transfermarkt.com/pol-lirola/profil/spieler/298975,https://www.transfermarkt.com/pol-lirola/gemeinsameSpiele/spieler/298975
Dimitri Payet,https://www.transfermarkt.com/dimitri-payet/profil/spieler/37647,https://www.transfermarkt.com/dimitri-payet/gemeinsameSpiele/spieler/37647
Gerson,https://www.transfermarkt.com/gerson/profil/spieler/341705,https://www.transfermarkt.com/gerson/gemeinsameSpiele/spieler/341705
Cengiz Ünder,https://www.transfermarkt.com/cengiz-under/profil/spieler/341647,https://www.transfermarkt.com/cengiz-under/gemeinsameSpiele/spieler/341647
Valentin Rongier,https://www.transfermarkt.com/valentin-rongier/profil/spieler/332889,https://www.transfermarkt.com/valentin-rongier/gemeinsameSpiele/spieler/332889
Jorginho,https://www.transfermarkt.com/jorginho/profil/spieler/102017,https://www.transfermarkt.com/jorginho/gemeinsameSpiele/spieler/102017
Pape Gueye,https://www.transfermarkt.com/pape-gueye/profil/spieler/485963,https://www.transfermarkt.com/pape-gueye/gemeinsameSpiele/spieler/485963
Pizzi,https://www.transfermarkt.com/pizzi/profil/spieler/64339,https://www.transfermarkt.com/pizzi/gemeinsameSpiele/spieler/64339
Diogo Gonçalves,https://www.transfermarkt.com/diogo-goncalves/profil/spieler/258015,https://www.transfermarkt.com/diogo-goncalves/gemeinsameSpiele/spieler/258015
Rafa,https://www.transfermarkt.com/rafa/profil/spieler/238055,https://www.transfermarkt.com/rafa/gemeinsameSpiele/spieler/238055
Haris Seferovic,https://www.transfermarkt.com/haris-seferovic/profil/spieler/109256,https://www.transfermarkt.com/haris-seferovic/gemeinsameSpiele/spieler/109256
Ferro,https://www.transfermarkt.com/ferro/profil/spieler/294321,https://www.transfermarkt.com/ferro/gemeinsameSpiele/spieler/294321
André Almeida,https://www.transfermarkt.com/andre-almeida/profil/spieler/83466,https://www.transfermarkt.com/andre-almeida/gemeinsameSpiele/spieler/83466
Odysseas Vlachodimos,https://www.transfermarkt.com/odysseas-vlachodimos/profil/spieler/124419,https://www.transfermarkt.com/odysseas-vlachodimos/gemeinsameSpiele/spieler/124419
Pêpê,https://www.transfermarkt.com/pepe/profil/spieler/258018,https://www.transfermarkt.com/pepe/gemeinsameSpiele/spieler/258018
Franco Cervi,https://www.transfermarkt.com/franco-cervi/profil/spieler/341110,https://www.transfermarkt.com/franco-cervi/gemeinsameSpiele/spieler/341110
Yuri Ribeiro,https://www.transfermarkt.com/yuri-ribeiro/profil/spieler/258032,https://www.transfermarkt.com/yuri-ribeiro/gemeinsameSpiele/spieler/258032
João Carvalho,https://www.transfermarkt.com/joao-carvalho/profil/spieler/258005,https://www.transfermarkt.com/joao-carvalho/gemeinsameSpiele/spieler/258005
Artur Ioniță,https://www.transfermarkt.com/artur-ionita/profil/spieler/98888,https://www.transfermarkt.com/artur-ionita/gemeinsameSpiele/spieler/98888
Simone Padoin,https://www.transfermarkt.com/simone-padoin/profil/spieler/56703,https://www.transfermarkt.com/simone-padoin/gemeinsameSpiele/spieler/56703
Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,https://www.transfermarkt.com/filippo-romagna/gemeinsameSpiele/spieler/256678
Fabio Pisacane,https://www.transfermarkt.com/fabio-pisacane/profil/spieler/101922,https://www.transfermarkt.com/fabio-pisacane/gemeinsameSpiele/spieler/101922
João Pedro,https://www.transfermarkt.com/joao-pedro/profil/spieler/129129,https://www.transfermarkt.com/joao-pedro/gemeinsameSpiele/spieler/129129
Luca Ceppitelli,https://www.transfermarkt.com/luca-ceppitelli/profil/spieler/102745,https://www.transfermarkt.com/luca-ceppitelli/gemeinsameSpiele/spieler/102745
Marco Sau,https://www.transfermarkt.com/marco-sau/profil/spieler/55801,https://www.transfermarkt.com/marco-sau/gemeinsameSpiele/spieler/55801
Pervis Estupiñán,https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599,https://www.transfermarkt.com/pervis-estupinan/gemeinsameSpiele/spieler/349599
Angelo Preciado,https://www.transfermarkt.com/angelo-preciado/profil/spieler/450241,https://www.transfermarkt.com/angelo-preciado/gemeinsameSpiele/spieler/450241
Robert Sánchez,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,https://www.transfermarkt.com/robert-sanchez/gemeinsameSpiele/spieler/403151
Pascal Groß,https://www.transfermarkt.com/pascal-gross/profil/spieler/82873,https://www.transfermarkt.com/pascal-gross/gemeinsameSpiele/spieler/82873
Lewis Dunk,https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153,https://www.transfermarkt.com/lewis-dunk/gemeinsameSpiele/spieler/148153
Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,https://www.transfermarkt.com/danny-welbeck/gemeinsameSpiele/spieler/67063
Solly March,https://www.transfermarkt.com/solly-march/profil/spieler/209212,https://www.transfermarkt.com/solly-march/gemeinsameSpiele/spieler/209212
Joël Veltman,https://www.transfermarkt.com/joel-veltman/profil/spieler/111195,https://www.transfermarkt.com/joel-veltman/gemeinsameSpiele/spieler/111195
Kaoru Mitoma,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849,https://www.transfermarkt.com/kaoru-mitoma/gemeinsameSpiele/spieler/504849
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,https://www.transfermarkt.com/adam-webster/gemeinsameSpiele/spieler/212847
Carlos Gruezo,https://www.transfermarkt.com/carlos-gruezo/profil/spieler/189475,https://www.transfermarkt.com/carlos-gruezo/gemeinsameSpiele/spieler/189475
Braian Romero,https://www.transfermarkt.com/braian-romero/profil/spieler/357937,https://www.transfermarkt.com/braian-romero/gemeinsameSpiele/spieler/357937
Ben Chilwell,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,https://www.transfermarkt.com/ben-chilwell/gemeinsameSpiele/spieler/316125
Santiago Simón,https://www.transfermarkt.com/santiago-simon/profil/spieler/661131,https://www.transfermarkt.com/santiago-simon/gemeinsameSpiele/spieler/661131
Ezequiel Unsain,https://www.transfermarkt.com/ezequiel-unsain/profil/spieler/337600,https://www.transfermarkt.com/ezequiel-unsain/gemeinsameSpiele/spieler/337600
Jonathan Sandoval,https://www.transfermarkt.com/jonathan-sandoval/profil/spieler/74268,https://www.transfermarkt.com/jonathan-sandoval/gemeinsameSpiele/spieler/74268
Miguel Torrén,https://www.transfermarkt.com/miguel-torren/profil/spieler/19992,https://www.transfermarkt.com/miguel-torren/gemeinsameSpiele/spieler/19992
Neal Maupay,https://www.transfermarkt.com/neal-maupay/profil/spieler/217115,https://www.transfermarkt.com/neal-maupay/gemeinsameSpiele/spieler/217115
Lucas Chaves,https://www.transfermarkt.com/lucas-chaves/profil/spieler/360791,https://www.transfermarkt.com/lucas-chaves/gemeinsameSpiele/spieler/360791
Tariq Lamptey,https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148,https://www.transfermarkt.com/tariq-lamptey/gemeinsameSpiele/spieler/504148
Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,https://www.transfermarkt.com/yves-bissouma/gemeinsameSpiele/spieler/410425
Nico González,https://www.transfermarkt.com/nico-gonzalez/profil/spieler/486031,https://www.transfermarkt.com/nico-gonzalez/gemeinsameSpiele/spieler/486031
Javier Cabrera,https://www.transfermarkt.com/javier-cabrera/profil/spieler/147131,https://www.transfermarkt.com/javier-cabrera/gemeinsameSpiele/spieler/147131
Damián Batallini,https://www.transfermarkt.com/damian-batallini/profil/spieler/421998,https://www.transfermarkt.com/damian-batallini/gemeinsameSpiele/spieler/421998
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,https://www.transfermarkt.com/adam-lallana/gemeinsameSpiele/spieler/43530
Virgil van Dijk,https://www.transfermarkt.com/virgil-van-dijk/profil/spieler/139208,https://www.transfermarkt.com/virgil-van-dijk/gemeinsameSpiele/spieler/139208
Mohamed Salah,https://www.transfermarkt.com/mohamed-salah/profil/spieler/148455,https://www.transfermarkt.com/mohamed-salah/gemeinsameSpiele/spieler/148455
Mateus Uribe,https://www.transfermarkt.com/mateus-uribe/profil/spieler/214538,https://www.transfermarkt.com/mateus-uribe/gemeinsameSpiele/spieler/214538
Otávio,https://www.transfermarkt.com/otavio/profil/spieler/231289,https://www.transfermarkt.com/otavio/gemeinsameSpiele/spieler/231289
Chancel Mbemba,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348,https://www.transfermarkt.com/chancel-mbemba/gemeinsameSpiele/spieler/203348
Sebastián Viera,https://www.transfermarkt.com/sebastian-viera/profil/spieler/33531,https://www.transfermarkt.com/sebastian-viera/gemeinsameSpiele/spieler/33531
Jesús Corona,https://www.transfermarkt.com/jesus-corona/profil/spieler/125165,https://www.transfermarkt.com/jesus-corona/gemeinsameSpiele/spieler/125165
Sérgio Oliveira,https://www.transfermarkt.com/sergio-oliveira/profil/spieler/112465,https://www.transfermarkt.com/sergio-oliveira/gemeinsameSpiele/spieler/112465
Wilson Manafá,https://www.transfermarkt.com/wilson-manafa/profil/spieler/257388,https://www.transfermarkt.com/wilson-manafa/gemeinsameSpiele/spieler/257388
Víctor Cantillo,https://www.transfermarkt.com/victor-cantillo/profil/spieler/263032,https://www.transfermarkt.com/victor-cantillo/gemeinsameSpiele/spieler/263032
Rafael Pérez,https://www.transfermarkt.com/rafael-perez/profil/spieler/117874,https://www.transfermarkt.com/rafael-perez/gemeinsameSpiele/spieler/117874
Alisson,https://www.transfermarkt.com/alisson/profil/spieler/105470,https://www.transfermarkt.com/alisson/gemeinsameSpiele/spieler/105470
Agustín Marchesín,https://www.transfermarkt.com/agustin-marchesin/profil/spieler/54534,https://www.transfermarkt.com/agustin-marchesin/gemeinsameSpiele/spieler/54534
Pepe,https://www.transfermarkt.com/pepe/profil/spieler/14132,https://www.transfermarkt.com/pepe/gemeinsameSpiele/spieler/14132
Marlon Piedrahita,https://www.transfermarkt.com/marlon-piedrahita/profil/spieler/73428,https://www.transfermarkt.com/marlon-piedrahita/gemeinsameSpiele/spieler/73428
